First Name,Last Name,Age,Rank,Classification,Date of Incident,Date of Death,Cause Of Death,Nature Of Death,Duty,Activity,Emergency,Property Type,
Robert ,Snokhous,48,Captain,Volunteer,"Apr 17, 2013","Apr 17, 2013",Other,Trauma,On-Scene Fire,Unknown,Yes,Manufacturing,
Kenneth,"Harris, Jr.",52,Captain,Career,"Apr 17, 2013","Apr 17, 2013",Impact,Trauma,On-Scene Fire,Unknown,Yes,Manufacturing,
Cyrus ,Reed,29,Captain,Volunteer,"Apr 17, 2013","Apr 17, 2013",Impact,Trauma,On-Scene Fire,Unknown,Yes,Manufacturing,
Jerry ,Chapman,26,Firefighter,Volunteer,"Apr 17, 2013","Apr 17, 2013",Impact,Trauma,On-Scene Fire,Unknown,Yes,Manufacturing,
Perry ,Calvin,35,Captain,Volunteer,"Apr 17, 2013","Apr 17, 2013",Impact,Trauma,On-Scene Fire,Unknown,Yes,Manufacturing,
Clyde,Farmer,73,Firefighter,Volunteer,"Apr 23, 2013","Apr 23, 2013",Stress/Overexertion,Heart Attack,On-Duty,Other,No,,
Rodney ,Miller,45,Fire Chief,Volunteer,"Apr 27, 2013","Apr 27, 2013",Impact,Trauma,On-Scene Emergency,Incident Command,Yes,Street/Road,
Dale,Queen,37,Firefighter,Volunteer,"Apr 29, 2013","Apr 29, 2013",Stress/Overexertion,Heart Attack,On-Scene Emergency,Search and Rescue,Yes,Outdoor Property,
Gene ,Kirchner,25,Firefighter,Volunteer,"Apr 24, 2013","May 2, 2013",Trapped,Suffocation,On-Scene Fire,Search and Rescue,Yes,Residential,
Daniel ,Davidson,26,Firefighter,Wildland Full-Time,"May 5, 2013","May 5, 2013",Stress/Overexertion,Heart Attack,On-Duty,Unknown,No,Outdoor Property,
Stanley ,"Martin, Jr.",71,Assistant Fire Chief,Volunteer,"May 6, 2013","May 6, 2013",Other,Other,On-Scene Fire,Pump Operations,Yes,Residential,
Brian ,Woehlke,29,Firefighter,Career,"May 8, 2013","May 8, 2013",Disorientation,Suffocation,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Store/Office,
Albert,Nejmeh,59,Firefighter,Career,"May 14, 2013","May 14, 2013",Stress/Overexertion,Heart Attack,On-Scene Emergency,EMS/Patient Care,Yes,N/A,
Bradley,Harper,23,Firefighter,Career,"May 18, 2013","May 19, 2013",Impact,Trauma,On-Scene Fire,Other,Yes,Street/Road,
Stanley ,Wilson,51,Fire Rescue Officer,Career,"May 20, 2013","May 20, 2013",Trapped,Suffocation,On-Scene Fire,Search and Rescue,Yes,Residential,
Robert,Bebee,41,Engineer Operator EMT,Career,"May 31, 2013","May 31, 2013",Trapped,Suffocation,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Residential,
Matthew,Renaud,35,Captain/EMT,Career,"May 31, 2013","May 31, 2013",Trapped,Suffocation,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Residential,
Robert,"Garner, IV",29,Firefighter/EMT,Career,"May 31, 2013","May 31, 2013",Trapped,Suffocation,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Residential,
Anne,Sullivan,24,Firefighter,Career,"May 31, 2013","May 31, 2013",Trapped,Trauma,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,,
Luke ,Sheehy,28,Firefighter,Wildland Part-Time,"Jun 10, 2013","Jun 10, 2013",Impact,Trauma,On-Scene Fire,Support,Yes,Outdoor Property,
Tony,Barker,36,Firefighter,Volunteer,"Jun 13, 2013","Jun 13, 2013",Contact,Electrocution,On-Scene Fire,Support,Yes,Street/Road,
Edward,"Vanner, Jr.",56,Assistant Chief,Career,"Jun 17, 2013","Jun 17, 2013",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,Store/Office,
Thomas ,Burley,20,Firefighter,Volunteer,"Jun 18, 2013","Jun 18, 2013",Vehicle Collision,Trauma,Training,Personal Vehicle Driver/Passenger,No,Street/Road,
Katrina,Sims,24,Firefighter,Career,"Jun 18, 2013","Jun 18, 2013",Other,Other,On-Duty,Not on Scene,No,,
John,Appleton,62,Firefighter/Chaplain,Volunteer,"Jun 24, 2013","Jun 24, 2013",Stress/Overexertion,Heart Attack,On-Scene Fire,Support,Yes,Residential,
Andrew,Ashcraft,29,Firefighter,Wildland Part-Time,"Jun 30, 2013","Jun 30, 2013",Trapped,Burns,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Outdoor Property,
Robert,Caldwell,23,Squad Boss,Wildland Full-Time,"Jun 30, 2013","Jun 30, 2013",Trapped,Burns,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Outdoor Property,
Travis,Carter,31,Squad Boss,Wildland Full-Time,"Jun 30, 2013","Jun 30, 2013",Trapped,Burns,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Outdoor Property,
Dustin,DeFord,24,Firefighter,Wildland Part-Time,"Jun 30, 2013","Jun 30, 2013",Trapped,Burns,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Outdoor Property,
Christopher,MacKenzie,30,Firefighter,Wildland Part-Time,"Jun 30, 2013","Jun 30, 2013",Trapped,Burns,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Outdoor Property,
Eric,Marsh,43,Wildland Crew Supervisor,Wildland Full-Time,"Jun 30, 2013","Jun 30, 2013",Trapped,Burns,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Outdoor Property,
Grant,McKee,21,Firefighter,Wildland Part-Time,"Jun 30, 2013","Jun 30, 2013",Trapped,Burns,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Outdoor Property,
Sean,Misner,26,Firefighter,Wildland Part-Time,"Jun 30, 2013","Jun 30, 2013",Trapped,Burns,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Outdoor Property,
Scott,Norris,28,Firefighter,Wildland Part-Time,"Jun 30, 2013","Jun 30, 2013",Trapped,Burns,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Outdoor Property,
Wade,Parker,22,Firefighter,Wildland Part-Time,"Jun 30, 2013","Jun 30, 2013",Trapped,Burns,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Outdoor Property,
John,"Percin, Jr.",24,Firefighter,Wildland Part-Time,"Jun 30, 2013","Jun 30, 2013",Trapped,Burns,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Outdoor Property,
Anthony,Rose,23,Firefighter,Wildland Part-Time,"Jun 30, 2013","Jun 30, 2013",Trapped,Burns,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Outdoor Property,
Jesse,Steed,36,Wildland Captain,Wildland Full-Time,"Jun 30, 2013","Jun 30, 2013",Trapped,Burns,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Outdoor Property,
Joe,Thurston,32,Firefighter,Wildland Part-Time,"Jun 30, 2013","Jun 30, 2013",Trapped,Burns,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Outdoor Property,
Travis,Turbyfill,27,Firefighter,Wildland Full-Time,"Jun 30, 2013","Jun 30, 2013",Trapped,Burns,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Outdoor Property,
William,Warneke,25,Firefighter,Wildland Part-Time,"Jun 30, 2013","Jun 30, 2013",Trapped,Burns,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Outdoor Property,
Clayton,Whitted,28,Squad Boss,Wildland Full-Time,"Jun 30, 2013","Jun 30, 2013",Trapped,Burns,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Outdoor Property,
Kevin,Woyjeck,21,Firefighter,Wildland Part-Time,"Jun 30, 2013","Jun 30, 2013",Trapped,Burns,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Outdoor Property,
Garret,Zuppiger,27,Firefighter,Wildland Part-Time,"Jun 30, 2013","Jun 30, 2013",Trapped,Burns,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Outdoor Property,
Christopher ,Douglas,41,Engineer/Paramedic,Career,"Jul 5, 2013","Jul 5, 2013",Impact,Trauma,Response,Emergency Response,Yes,Street/Road,
Mickey ,Yates,47,Fire Chief,Volunteer,"Jul 6, 2013","Jul 6, 2013",Vehicle Collision,Trauma,Response,Emergency Response,Yes,Street/Road,
John ,Austin,37,Firefighter,Career,"Jul 8, 2013","Jul 8, 2013",Stress/Overexertion,Heart Attack,Response,Emergency Response,Yes,Store/Office,
Dennis ,Long,65,Heavy Equipment Operator,Wildland Contract,"Jul 8, 2013","Jul 8, 2013",Stress/Overexertion,Heart Attack,On-Scene Fire,Other,Yes,Outdoor Property,
Rodney ,Hardee,66,Assistant Fire Chief,Volunteer,"Jul 6, 2013","Jul 9, 2013",Stress/Overexertion,Stroke,On-Duty,Not on Scene,No,,
Matthew ,Blankenship,38,Lieutenant,Volunteer,"Jul 13, 2013","Jul 20, 2013",Trapped,Burns,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Residential,
Bruce ,Sensenig,20,Firefighter,Volunteer,"Jul 22, 2013","Jul 22, 2013",Vehicle Collision,Trauma,Response,Personal Vehicle Driver/Passenger,Yes,Street/Road,
David,Brier,50,Firefighter,Career,"Jul 13, 2013","Jul 22, 2013",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,N/A,
Daniel,Gomez,53,Firefighter,Wildland Full-Time,"Jul 24, 2013","Jul 24, 2013",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,,
John ,Hammack,58,Firefighter,Wildland Contract,"Aug 1, 2013","Aug 1, 2013",Impact,Trauma,On-Scene Fire,Support,Yes,Outdoor Property,
Jesse ,Trader,19,Firefighter,Wildland Contract,"Aug 6, 2013","Aug 6, 2013",Vehicle Collision,Trauma,Return,Vehicle Driver,Yes,Outdoor Property,
Juan,Casanova,53,Pump Operator/Engineer,Career,"Jul 16, 2013","Aug 10, 2013",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,Store/Office,
Matthew ,McKnight,51,Fire Captain/Paramedic,Career,"Aug 12, 2013","Aug 12, 2013",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,,
James ,Fellows,45,Lieutenant,Volunteer,"Aug 19, 2013","Aug 20, 2013",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,,
Oscar ,Montano-Garcia,54,Firefighter,Wildland Contract,"Aug 25, 2013","Aug 25, 2013",Stress/Overexertion,Heart Attack,On-Scene Fire,Unknown,Yes,Outdoor Property,
Token ,Adams,41,Fire Captain,Wildland Full-Time,"Aug 30, 2013","Aug 30, 2013",Vehicle Collision,Trauma,On-Scene Fire,Vehicle Driver,Yes,Outdoor Property,
Joseph,Darr,62,Assistant Fire Chief,Career,"Aug 17, 2013","Sep 4, 2013",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,Store/Office,
Iran ,Rivers,48,Firefighter,Career,"Sep 22, 2013","Sep 22, 2013",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,,
Mark ,Urban,40,Firefighter,Wildland Full-Time,"Sep 27, 2013","Sep 27, 2013",Fall,Trauma,Training,Not on Scene,No,,
Richard,Floersch,59,Captain,Career,"Oct 2, 2013","Oct 2, 2013",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,,
David,Heath,48,Captain,Career,"Oct 14, 2013","Oct 14, 2013",Stress/Overexertion,Heart Attack,Training,Not on Scene,No,,
Jantzen,Frazier,28,Firefighter,Volunteer,"Oct 17, 2013","Oct 17, 2013",Vehicle Collision,Trauma,Response,Vehicle Driver,Yes,Street/Road,
Daniel,Hall,47,Inmate Firefighter,Wildland Part-Time,"Oct 17, 2013","Oct 17, 2013",Impact,Trauma,On-Scene Fire,Other,Yes,Outdoor Property,
Leroy ,"Murphy, Jr.",56,Firefighter,Volunteer,"Oct 19, 2013","Oct 20, 2013",Other,Other,Training,Not on Scene,No,,
Arlie ,"Hill, III",37,Lieutenant,Volunteer,"Aug 30, 2013","Oct 27, 2013",Trapped,Burns,On-Scene Fire,Search and Rescue,Yes,Residential,
Blaine ,"Wildnauer, Jr.",58,Firefighter,Volunteer,"Nov 2, 2013","Nov 2, 2013",Stress/Overexertion,Heart Attack,On-Scene Emergency,EMS/Patient Care,Yes,Street/Road,
David ,"Barr, Jr.",64,Fire Police Captain,Volunteer,"Oct 25, 2013","Nov 7, 2013",Impact,Trauma,On-Scene Emergency,Scene Safety,Yes,Street/Road,
James ,"Goodman, Jr.",52,Lieutenant,Volunteer,"Nov 11, 2013","Nov 11, 2013",Stress/Overexertion,Heart Attack,Training,Fitness Activity,No,Store/Office,
Russell ,"Gow, III",58,First Assistant Fire Chief ,Volunteer,"Nov 20, 2013","Nov 21, 2013",Stress/Overexertion,Heart Attack,On-Scene Fire,Water Supply,Yes,,
Charles ,Pierson,76,Fire Chief,Volunteer,"Dec 7, 2013","Dec 7, 2013",Stress/Overexertion,Heart Attack,Response,Emergency Response,Yes,,
Matthew ,Frantz,42,Fire Chief,Volunteer,"Dec 9, 2013","Dec 9, 2013",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,,
Joshua ,Smith,25,Firefighter,Volunteer,"Dec 14, 2013","Dec 14, 2013",Vehicle Collision,Trauma,Response,Personal Vehicle Driver/Passenger,Yes,Street/Road,
John ,Wayman Sr.,69,Fire Chief,Volunteer,"Dec 14, 2013","Dec 15, 2013",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,,
David,Little,50,Lieutenant,Career,"Dec 15, 2013","Dec 15, 2013",Collapse,Trauma,On-Scene Fire,Other,Yes,Residential,
Terry ,"Guss, Sr.",71,Firefighter,Volunteer,"Dec 12, 2013","Dec 15, 2013",Fall,Trauma,Return,Other,No,,
Jon ,Schondelmayer,44,Captain,Volunteer,"Dec 18, 2013","Dec 18, 2013",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,,
David ,Lidke,51,Fire Police Lieutenant,Volunteer,"Dec 23, 2013","Dec 23, 2013",Stress/Overexertion,Heart Attack,Return,Other,Yes,Street/Road,
Jeffrey ,Fields,51,Volunteer,Volunteer,"Dec 12, 2013","Dec 25, 2013",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,,
Cosmo,Paris,59,Firefighter,Volunteer,"Jan 6, 2014","Jan 8, 2014",Stress/Overexertion,Heart Attack,Return,Not on Scene,No,Educational,
Christ,Swan,57,Firefighter,Industrial,"Jan 10, 2014","Jan 10, 2014",Stress/Overexertion,Heart Attack,On-Scene Emergency,Support,Yes,Industrial,
James,Brooks,61,Firefighter/EMT,Volunteer,"Jan 7, 2014","Jan 15, 2014",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,,
Gregory,Hennessey,49,Fire Engineer,Career,"Jan 20, 2014","Jan 20, 2014",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,Store/Office,
Stephen,Machcinski,42,Firefighter,Career,"Jan 26, 2014","Jan 26, 2014",Trapped,Suffocation,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Residential,
James,Dickman,31,Firefighter,Career,"Jan 26, 2014","Jan 26, 2014",Trapped,Suffocation,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Residential,
Ricky,"Winkles, Sr.",53,Fire Chief,Career,"Jan 28, 2014","Jan 28, 2014",Stress/Overexertion,Heart Attack,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Residential,
Jacob,Harrell,33,Pilot,Wildland Part-Time,"Jan 31, 2014","Jan 31, 2014",Vehicle Collision,Trauma,On-Duty,Not on Scene,No,Outdoor Property,
Michael,Garrett,28,Firefighter/EMT-I,Volunteer,"Feb 1, 2014","Feb 1, 2014",Impact,Trauma,On-Scene Emergency,Search and Rescue,Yes,Outdoor Property,
Thomas,Lee,67,Firefighter,Volunteer,"Jan 31, 2014","Feb 1, 2014",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,,
Dwight,Hilton,57,Firefighter,Volunteer,"Feb 1, 2014","Feb 1, 2014",Stress/Overexertion,Heart Attack,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Outdoor Property,
Bruce,Stayner,49,Lieutenant,Volunteer,"Feb 3, 2014","Feb 4, 2014",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,,
James,"Knesek, Sr.",59,Fire Chief,Career,"Feb 8, 2014","Feb 8, 2014",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,,
James,Wilber,58,Assistant Fire Chief,Volunteer,"Feb 9, 2014","Feb 9, 2014",Stress/Overexertion,Heart Attack,Response,Emergency Response,Yes,,
William,Tanksley,40,Fire Rescue Officer,Career,"Feb 10, 2014","Feb 10, 2014",Impact,Trauma,On-Scene Emergency,Support,Yes,Street/Road,
Dennis,Channell,55,Fire Captain,Volunteer,"Feb 9, 2014","Feb 10, 2014",Stress/Overexertion,Stroke,On-Scene Emergency,Unknown,Yes,,
Randall,Pogue,49,Fire Chief,Volunteer,"Feb 2, 2014","Feb 19, 2014",Vehicle Collision,Trauma,Response,Emergency Response,Yes,Street/Road,
Bruce,Britt,48,Lieutenant,Career,"Feb 22, 2014","Feb 22, 2014",Impact,Trauma,On-Scene Emergency,Search and Rescue,Yes,Residential,
Homer,Harrell,45,Lieutenant,Career,"Feb 24, 2014","Feb 24, 2014",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,,
Ross,Huffner,66,Firefighter/EMT,Volunteer,"Feb 26, 2014","Feb 27, 2014",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,Residential,
Steven,Knaus,47,Firefighter First Class,Part-Time (Paid),"Feb 28, 2014","Feb 28, 2014",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,,
Gregory,Barnas,57,Firefighter,Volunteer,"Feb 28, 2014","Feb 28, 2014",Stress/Overexertion,Heart Attack,On-Scene Fire,Ventilation,Yes,Store/Office,
Jerry,Campbell,61,Firefighter,Wildland Full-Time,"Mar 1, 2014","Mar 1, 2014",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,Yes,,
Kevin,Bristol,48,Firefighter/EMT,Career,"Mar 3, 2014","Mar 3, 2014",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,,
Jamie,Peite,43,Fire Chief,Paid-on-Call,"Mar 4, 2014","Mar 5, 2014",Stress/Overexertion,Heart Attack,Training,Not on Scene,No,,
Jeffery,Bayless,51,Senior Captain,Career,"Mar 7, 2014","Mar 7, 2014",Stress/Overexertion,Heart Attack,Training,Not on Scene,No,,
Robert,Mollere,61,Lieutenant,Paid-on-Call,"Mar 8, 2014","Mar 8, 2014",Stress/Overexertion,Heart Attack,Training,Not on Scene,No,,
Joseph,"Bove, III",53,Firefighter,Volunteer,"Mar 13, 2014","Mar 13, 2014",Stress/Overexertion,Heart Attack,Return,Other,No,,
Wayne,Jeffers,64,Captain/EMT,Volunteer,"Mar 15, 2014","Mar 16, 2014",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,,
Tom,"Stevens, Sr.",59,Assistant Fire Chief,Volunteer,"Mar 16, 2014","Mar 17, 2014",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,,
Rickie,Halcomb,56,Firefighter/Paramedic,Career,"Jun 6, 2000","Mar 21, 2014",Exposure,Other,On-Scene Emergency,Extrication,Yes,,
Edwin,Wentzel,57,Firefighter,Volunteer,"Mar 22, 2014","Mar 22, 2014",Impact,Trauma,On-Scene Emergency,Search and Rescue,Yes,Street/Road,
Frank,Obremski,64,Deputy Fire Coordinator,Volunteer,"Mar 10, 2014","Mar 23, 2014",Stress/Overexertion,Stroke,On-Duty,Not on Scene,No,,
Edward,"Walsh, Jr.",43,Lieutenant,Career,"Mar 26, 2014","Mar 26, 2014",Trapped,Suffocation,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Residential,
Michael,Kennedy,33,Firefighter,Career,"Mar 26, 2014","Mar 26, 2014",Trapped,Suffocation,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Residential,
George,Underwood,64,Fire Chief,Volunteer,"Apr 2, 2014","Apr 2, 2014",Stress/Overexertion,Heart Attack,On-Scene Emergency,Advance Hose Lines/Fire Attack,Yes,Street/Road,
Melvin,Loder,68,Firefighter,Volunteer,"Apr 18, 2014","Apr 19, 2014",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,,
Hugh,Ferguson,52,Fire Chief,Volunteer,"Apr 21, 2014","Apr 21, 2014",Stress/Overexertion,Heart Attack,On-Scene Fire,Incident Command,Yes,Vacant Property,
Charles,Goff,53,Firefighter,Volunteer,"Apr 27, 2014","Apr 27, 2014",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,Street/Road,
Jeffrey,Newland,50,Lieutenant,Career,"Apr 23, 2014","Apr 30, 2014",Stress/Overexertion,Other,On-Duty,Not on Scene,No,,
Robert,"Webster, Sr.",64,Fire Chief,Volunteer,"Jul 4, 2006","May 6, 2014",Vehicle Collision,Trauma,Response,Vehicle Driver,Yes,Street/Road,
Fred,Edwards Jr.,66,Firefighter,Volunteer,"May 7, 2014","May 7, 2014",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,Residential,
David,Millett,62,Captain-Safety Officer,Volunteer,"May 10, 2014","May 10, 2014",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,,
Ted,Drake,63,Fire Crew Supervisor,Wildland Full-Time,"May 17, 2014","May 17, 2014",Stress/Overexertion,Heart Attack,Training,Not on Scene,No,,
David,Fiori,59,Deputy Chief,Career,"May 25, 2014","May 26, 2014",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,,
John,McDonald,54,Battalion Chief,Career,"May 30, 2014","May 30, 2014",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,,
Robert,"Fogel, III",58,Fire Apparatus Driver Operator,Career,"May 30, 2014","May 30, 2014",Stress/Overexertion,Heart Attack,Training,Not on Scene,No,,
Donovan,"Garcia, Jr.",52,Assistant Fire Chief,Volunteer,"Jun 5, 2014","Jun 5, 2014",Stress/Overexertion,Heart Attack,Training,Not on Scene,No,,
Robert,Meyer,54,Firefighter,Volunteer,"Jun 8, 2014","Jun 8, 2014",Stress/Overexertion,Heart Attack,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Manufacturing,
Michael,"Kucsma, Jr.",43,Deputy Fire Chief,Volunteer,"Jun 16, 2014","Jun 16, 2014",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,Outdoor Property,
Todd,Rummel,43,Fire Chief,Volunteer,"Jun 19, 2014","Jun 19, 2014",Vehicle Collision,Trauma,On-Duty,Vehicle Driver,No,Street/Road,
Robert,Thomas,52,Captain,Volunteer,"Jun 30, 2014","Jun 30, 2014",Vehicle Collision,Trauma,Return,Vehicle Driver,Yes,Street/Road,
Gordon,Ambelas,40,Lieutenant,Career,"Jul 5, 2014","Jul 5, 2014",Trapped,Suffocation,On-Scene Fire,Search and Rescue,Yes,Residential,
Daniel,Groover,46,Firefighter,Career,"Jul 9, 2014","Jul 9, 2014",Disorientation,Suffocation,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Residential,
Richard,Marchman,66,Firefighter,Volunteer,"Jul 9, 2014","Jul 9, 2014",Stress/Overexertion,Heart Attack,On-Scene Emergency,Search and Rescue,Yes,Outdoor Property,
Billy,"Norris, Sr.",62,Fire Chief,Volunteer,"Jul 21, 2014","Jul 21, 2014",Stress/Overexertion,Heart Attack,Return,Other,No,,
Matthew,Goodnature,21,Firefighter,Wildland Contract,"Jul 29, 2014","Jul 29, 2014",Fall,Trauma,On-Scene Fire,Other,Yes,Outdoor Property,
James,Middlebrook,41,Assistant Fire Chief,Volunteer,"Aug 4, 2014","Aug 4, 2014",Collapse,Trauma,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Storage,
Jonathan,French,25,Firefighter,Volunteer,"Aug 6, 2014","Aug 6, 2014",Impact,Trauma,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Street/Road,
Douglas,Casson,46,Safety Officer,Volunteer,"Aug 6, 2014","Aug 6, 2014",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,,
Darrell,Parker,56,Chaplain/Firefighter,Volunteer,"Aug 10, 2014","Aug 13, 2014",Stress/Overexertion,Heart Attack,Response,Personal Vehicle Driver/Passenger,Yes,Street/Road,
Dave,Anderson,66,Fire Chief,Volunteer,"Jul 22, 2014","Aug 25, 2014",Vehicle Collision,Trauma,Response,Vehicle Driver,Yes,,
Kevin,Ollier,60,Firefighter/Paramedic,Career,"Sep 4, 2014","Sep 5, 2014",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,,
William,Wiita,47,Assistant Fire Chief,Volunteer,"Sep 8, 2014","Sep 8, 2014",Stress/Overexertion,Heart Attack,Return,Not on Scene,No,Residential,
Richard,Choate,68,Firefighter,Volunteer,"Sep 8, 2014","Sep 8, 2014",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,Street/Road,
John,Gupton,24,Firefghter,Volunteer,"Sep 16, 2014","Sep 16, 2014",Vehicle Collision,Trauma,Response,Vehicle Driver,Yes,Street/Road,
Anthony,Grider,41,Captain,Career,"Aug 21, 2014","Sep 20, 2014",Contact,Electrocution,On-Duty,Not on Scene,No,,
Allen,Westby,67,Firefighter,Volunteer,"Sep 22, 2014","Sep 23, 2014",Stress/Overexertion,Heart Attack,On-Duty,Not on Scene,No,,
J.,"Hutton, Jr.",77,Assistant Fire Chief,Volunteer,"Oct 1, 2014","Oct 1, 2014",Stress/Overexertion,Heart Attack,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Outdoor Property,
Kevin,Bell,48,Firefighter,Career,"Oct 7, 2014","Oct 7, 2014",Unknown,Unknown,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Residential,
Geoffrey,Hunt,62,Pilot,Wildland Contract,"Oct 7, 2014","Oct 7, 2014",Vehicle Collision,Trauma,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Outdoor Property,
Paul,"Walters, II",55,Fire Chief,Volunteer,"Sep 30, 2014","Oct 11, 2014",Stress/Overexertion,Heart Attack,Training,Not on Scene,No,,
Eddie,"Johnson, Jr.",45,Fire Chief,Volunteer,"Oct 20, 2014","Oct 20, 2014",Vehicle Collision,Trauma,Response,Vehicle Driver,Yes,Street/Road,
